,zcta,population,sdi_score,black_score,hisp_score,top_deprived_quartile
12934,40205,24134,12.0,33.0,11.0,0.0
12935,40206,19144,49.0,64.0,10.0,0.0
12936,40207,30544,18.0,40.0,27.0,0.0
12937,40208,16186,96.0,86.0,25.0,1.0
12938,40209,450,93.0,64.0,41.0,1.0
12939,40210,15044,99.0,100.0,4.0,1.0
12940,40211,23434,93.0,100.0,3.0,1.0
12941,40212,18348,97.0,96.0,5.0,1.0
12942,40213,16327,77.0,79.0,51.0,1.0
12943,40214,45370,83.0,76.0,54.0,1.0
12944,40215,21052,96.0,91.0,43.0,1.0
12945,40216,41358,76.0,91.0,25.0,1.0
12946,40217,12972,72.0,53.0,22.0,1.0
12947,40218,31971,74.0,90.0,54.0,1.0
12948,40219,40370,83.0,83.0,64.0,1.0
12949,40220,33009,38.0,79.0,35.0,0.0
12950,40222,21021,23.0,52.0,35.0,0.0
12951,40223,22079,10.0,67.0,27.0,0.0
12952,40228,16010,21.0,76.0,22.0,0.0
12953,40229,36788,43.0,55.0,22.0,0.0
12954,40231,0,0.0,0.0,0.0,0.0
12955,40241,29891,15.0,69.0,25.0,0.0
12956,40242,11403,22.0,70.0,40.0,0.0
12957,40243,10361,26.0,55.0,23.0,0.0
12958,40245,32896,3.0,64.0,28.0,0.0
12959,40258,27000,54.0,72.0,12.0,0.0
12960,40272,38519,48.0,49.0,31.0,0.0
12961,40280,595,27.0,43.0,33.0,0.0
12962,40291,36786,17.0,68.0,35.0,0.0
12963,40299,38402,13.0,63.0,28.0,0.0
12964,40310,554,78.0,56.0,1.0,1.0
12965,40311,7389,63.0,26.0,4.0,1.0
12966,40312,5943,86.0,8.0,8.0,1.0
12967,40313,3723,86.0,42.0,36.0,1.0
12968,40316,203,48.0,1.0,1.0,0.0
12969,40322,3049,79.0,17.0,3.0,1.0
12970,40324,44644,44.0,53.0,33.0,0.0
12971,40328,1048,59.0,1.0,1.0,0.0
12972,40330,19113,59.0,45.0,22.0,0.0
12973,40334,103,41.0,59.0,22.0,0.0
12974,40336,13071,80.0,6.0,2.0,1.0
12975,40337,5331,68.0,1.0,3.0,1.0
12976,40339,0,0.0,0.0,0.0,0.0
12977,40342,21465,30.0,35.0,9.0,0.0
12978,40346,915,63.0,1.0,1.0,1.0
12979,40347,2791,31.0,36.0,45.0,0.0
12980,40348,679,92.0,41.0,2.0,1.0
12981,40350,112,50.0,1.0,1.0,0.0
12982,40351,19918,60.0,24.0,3.0,0.0
12983,40353,21542,73.0,43.0,23.0,1.0
12984,40356,42266,66.0,46.0,24.0,1.0
12985,40358,530,46.0,1.0,34.0,0.0
12986,40359,6525,60.0,11.0,20.0,0.0
12987,40360,6850,72.0,29.0,10.0,1.0
12988,40361,18113,66.0,62.0,44.0,1.0
12989,40363,0,0.0,0.0,0.0,0.0
12990,40370,2455,26.0,1.0,17.0,0.0
12991,40371,3246,76.0,1.0,1.0,1.0
12992,40372,2150,23.0,31.0,1.0,0.0
12993,40374,1816,64.0,54.0,15.0,1.0
12994,40376,0,0.0,0.0,0.0,0.0
12995,40379,3344,60.0,41.0,5.0,0.0
12996,40380,6313,67.0,12.0,9.0,1.0
12997,40383,22545,35.0,50.0,43.0,0.0
12998,40385,2581,47.0,41.0,13.0,0.0
12999,40387,2211,63.0,5.0,40.0,1.0
13000,40390,7486,60.0,28.0,10.0,0.0
13001,40391,35360,65.0,53.0,21.0,1.0
13002,40402,2525,42.0,7.0,1.0,0.0
13003,40403,24794,58.0,28.0,20.0,0.0
13004,40404,740,1.0,76.0,28.0,0.0
13005,40409,4150,66.0,5.0,3.0,1.0
13006,40419,4683,69.0,8.0,9.0,1.0
13007,40422,24748,53.0,62.0,27.0,0.0
13008,40434,84,27.0,1.0,1.0,0.0
13009,40437,5459,60.0,4.0,23.0,0.0
13010,40440,2192,65.0,47.0,3.0,1.0
13011,40442,1548,81.0,7.0,28.0,1.0
13012,40444,14079,65.0,26.0,17.0,1.0
13013,40445,817,61.0,1.0,1.0,1.0
13014,40447,7975,77.0,1.0,2.0,1.0
13015,40448,38,59.0,1.0,1.0,0.0
13016,40456,9636,70.0,9.0,6.0,1.0
13017,40460,918,58.0,1.0,1.0,0.0
13018,40461,3315,54.0,5.0,35.0,0.0
13019,40464,1120,27.0,1.0,6.0,0.0
13020,40468,2186,66.0,31.0,8.0,1.0
13021,40472,1462,57.0,1.0,1.0,0.0
13022,40475,57892,66.0,54.0,13.0,1.0
13023,40481,278,62.0,1.0,1.0,1.0
13024,40484,10915,69.0,52.0,6.0,1.0
13025,40486,2584,75.0,1.0,1.0,1.0
13026,40489,3801,72.0,1.0,11.0,1.0
13027,40502,26335,35.0,42.0,9.0,0.0
13028,40503,28611,37.0,38.0,22.0,0.0
13029,40504,26282,91.0,68.0,73.0,1.0
13030,40505,26476,86.0,83.0,55.0,1.0
13031,40506,2714,2.0,69.0,20.0,0.0
13032,40507,1710,72.0,76.0,14.0,1.0
13033,40508,26515,97.0,87.0,34.0,1.0
13034,40509,35588,43.0,76.0,40.0,0.0
13035,40510,2314,29.0,81.0,61.0,0.0
13036,40511,32265,62.0,88.0,66.0,1.0
13037,40513,11188,4.0,31.0,12.0,0.0
13038,40514,15337,1.0,47.0,22.0,0.0
13039,40515,34919,21.0,59.0,23.0,0.0
13040,40516,2979,32.0,78.0,60.0,0.0
13041,40517,36025,77.0,83.0,33.0,1.0
13042,40601,50313,59.0,68.0,22.0,0.0
13043,40604,293,4.0,87.0,1.0,0.0
13044,40701,29797,77.0,7.0,6.0,1.0
13045,40729,5814,66.0,42.0,2.0,1.0
13046,40734,3376,77.0,1.0,1.0,1.0
13047,40737,1038,67.0,1.0,1.0,1.0
13048,40740,3049,72.0,1.0,8.0,1.0
13049,40741,22195,75.0,23.0,13.0,1.0
13050,40743,232,18.0,1.0,1.0,0.0
13051,40744,18763,69.0,7.0,14.0,1.0
13052,40759,3530,73.0,1.0,1.0,1.0
13053,40763,541,71.0,1.0,1.0,1.0
13054,40769,17160,83.0,26.0,3.0,1.0
13055,40771,1503,68.0,1.0,7.0,1.0
13056,40801,519,86.0,1.0,26.0,1.0
13057,40806,2162,83.0,30.0,2.0,1.0
13058,40807,382,25.0,12.0,1.0,0.0
13059,40808,49,8.0,1.0,1.0,0.0
13060,40810,1468,75.0,16.0,9.0,1.0
13061,40813,531,64.0,32.0,1.0,1.0
13062,40815,1464,69.0,1.0,1.0,1.0
13063,40816,21,70.0,1.0,1.0,1.0
13064,40818,92,54.0,1.0,1.0,0.0
13065,40819,739,36.0,1.0,1.0,0.0
13066,40820,530,69.0,1.0,1.0,1.0
13067,40823,4208,79.0,26.0,2.0,1.0
13068,40824,530,81.0,1.0,1.0,1.0
13069,40826,802,51.0,1.0,5.0,0.0
13070,40827,788,33.0,1.0,1.0,0.0
13071,40828,3598,83.0,43.0,9.0,1.0
13072,40829,434,80.0,1.0,73.0,1.0
13073,40830,341,53.0,1.0,1.0,0.0
13074,40831,5494,80.0,44.0,3.0,1.0
13075,40840,192,28.0,1.0,1.0,0.0
13076,40843,227,61.0,1.0,1.0,1.0
13077,40844,101,37.0,1.0,1.0,0.0
13078,40845,708,56.0,1.0,1.0,0.0
13079,40847,337,74.0,1.0,1.0,1.0
13080,40849,383,41.0,1.0,1.0,0.0
13081,40854,1083,84.0,1.0,3.0,1.0
13082,40855,770,58.0,89.0,1.0,0.0
13083,40856,820,28.0,1.0,1.0,0.0
13084,40858,204,58.0,1.0,1.0,0.0
13085,40862,565,28.0,1.0,4.0,0.0
13086,40863,585,60.0,1.0,1.0,0.0
13087,40865,420,55.0,28.0,8.0,0.0
13088,40868,1347,80.0,1.0,1.0,1.0
13089,40870,396,58.0,1.0,1.0,0.0
13090,40873,2167,70.0,1.0,6.0,1.0
13091,40874,526,73.0,1.0,1.0,1.0
13092,40902,1120,89.0,1.0,1.0,1.0
13093,40903,542,57.0,64.0,1.0,0.0
13094,40906,12112,91.0,33.0,19.0,1.0
13095,40913,306,88.0,1.0,1.0,1.0
13096,40914,242,86.0,1.0,1.0,1.0
13097,40915,887,68.0,1.0,1.0,1.0
13098,40921,336,78.0,1.0,15.0,1.0
13099,40923,571,96.0,1.0,1.0,1.0
13100,40927,275,74.0,1.0,1.0,1.0
13101,40935,2593,71.0,10.0,1.0,1.0
13102,40939,142,64.0,1.0,1.0,1.0
13103,40940,707,82.0,1.0,1.0,1.0
13104,40941,290,64.0,1.0,1.0,1.0
13105,40943,737,71.0,57.0,1.0,1.0
13106,40946,170,14.0,1.0,1.0,0.0
13107,40949,598,34.0,1.0,1.0,0.0
13108,40953,1141,82.0,1.0,1.0,1.0
13109,40958,500,84.0,1.0,1.0,1.0
13110,40962,18474,81.0,48.0,14.0,1.0
13111,40964,13,33.0,1.0,1.0,0.0
13112,40965,13744,89.0,53.0,6.0,1.0
13113,40972,1229,69.0,6.0,2.0,1.0
13114,40977,9500,82.0,27.0,2.0,1.0
13115,40979,161,73.0,1.0,1.0,1.0
13116,40982,416,77.0,1.0,8.0,1.0
13117,40983,702,77.0,1.0,1.0,1.0
13118,40988,416,83.0,1.0,1.0,1.0
13119,40995,77,56.0,1.0,1.0,0.0
13120,40997,346,64.0,1.0,1.0,1.0
13121,41001,16581,21.0,14.0,10.0,0.0
13122,41002,2415,71.0,5.0,27.0,1.0
13123,41003,2617,59.0,10.0,8.0,0.0
13124,41004,4325,56.0,1.0,4.0,0.0
13125,41005,23848,20.0,27.0,22.0,0.0
13126,41006,4454,27.0,17.0,1.0,0.0
13127,41007,3995,16.0,9.0,8.0,0.0
13128,41008,7219,89.0,34.0,54.0,1.0
13129,41010,3858,52.0,31.0,7.0,0.0
13130,41011,25098,87.0,74.0,35.0,1.0
13131,41014,7539,90.0,73.0,27.0,1.0
13132,41015,20941,65.0,39.0,15.0,1.0
13133,41016,6088,81.0,29.0,10.0,1.0
13134,41017,39959,18.0,32.0,11.0,0.0
13135,41018,27784,53.0,46.0,34.0,0.0
13136,41030,5840,55.0,12.0,9.0,0.0
13137,41031,15796,68.0,36.0,18.0,1.0
13138,41033,2100,22.0,1.0,1.0,0.0
13139,41034,1081,23.0,34.0,1.0,0.0
13140,41035,10710,56.0,5.0,24.0,0.0
13141,41039,2664,72.0,5.0,2.0,1.0
13142,41040,7066,54.0,11.0,9.0,0.0
13143,41041,7366,60.0,37.0,16.0,0.0
13144,41042,51276,48.0,48.0,36.0,0.0
13145,41043,1743,29.0,1.0,4.0,0.0
13146,41044,808,69.0,1.0,1.0,1.0
13147,41045,1647,64.0,36.0,5.0,1.0
13148,41046,1282,56.0,1.0,6.0,0.0
13149,41048,15378,8.0,42.0,25.0,0.0
13150,41049,2446,72.0,9.0,1.0,1.0
13151,41051,28805,22.0,18.0,6.0,0.0
13152,41052,65,1.0,1.0,1.0,0.0
13153,41055,1946,50.0,53.0,1.0,0.0
13154,41056,13958,62.0,61.0,3.0,1.0
13155,41059,2544,28.0,1.0,2.0,0.0
13156,41062,59,9.0,1.0,1.0,0.0
13157,41063,3091,24.0,1.0,1.0,0.0
13158,41064,1929,57.0,1.0,1.0,0.0
13159,41071,20818,86.0,64.0,27.0,1.0
13160,41073,5773,46.0,33.0,14.0,0.0
13161,41074,5529,82.0,1.0,9.0,1.0
13162,41075,16482,22.0,33.0,4.0,0.0
13163,41076,18195,30.0,34.0,10.0,0.0
13164,41080,1631,22.0,1.0,1.0,0.0
13165,41083,1186,43.0,30.0,22.0,0.0
13166,41085,775,81.0,1.0,14.0,1.0
13167,41086,3190,40.0,34.0,10.0,0.0
13168,41091,17899,2.0,11.0,28.0,0.0
13169,41092,3526,27.0,26.0,21.0,0.0
13170,41093,2640,53.0,1.0,5.0,0.0
13171,41094,14795,27.0,37.0,37.0,0.0
13172,41095,3294,71.0,36.0,55.0,1.0
13173,41097,7559,68.0,13.0,15.0,1.0
13174,41098,1922,41.0,30.0,32.0,0.0
13175,41099,684,2.0,79.0,35.0,0.0
13176,41101,19280,76.0,39.0,12.0,1.0
13177,41102,20837,46.0,41.0,15.0,0.0
13178,41121,1456,18.0,1.0,1.0,0.0
13179,41124,1384,56.0,8.0,17.0,0.0
13180,41129,10331,38.0,15.0,6.0,0.0
13181,41132,349,30.0,1.0,1.0,0.0
13182,41135,153,83.0,1.0,1.0,1.0
13183,41139,8265,50.0,11.0,8.0,0.0
13184,41141,2365,75.0,1.0,1.0,1.0
13185,41142,129,65.0,1.0,1.0,1.0
13186,41143,14902,52.0,25.0,4.0,0.0
13187,41144,9954,52.0,33.0,5.0,0.0
13188,41146,406,71.0,1.0,1.0,1.0
13189,41149,621,49.0,1.0,1.0,0.0
13190,41159,347,59.0,1.0,1.0,0.0
13191,41164,13081,62.0,7.0,14.0,1.0
13192,41166,998,53.0,1.0,1.0,0.0
13193,41168,2373,27.0,10.0,1.0,0.0
13194,41169,6036,54.0,6.0,2.0,0.0
13195,41171,4646,73.0,46.0,4.0,1.0
13196,41174,950,87.0,1.0,28.0,1.0
13197,41175,5560,52.0,5.0,3.0,0.0
13198,41179,7430,75.0,11.0,2.0,1.0
13199,41180,900,59.0,1.0,16.0,0.0
13200,41183,1334,34.0,12.0,2.0,0.0
13201,41189,2552,59.0,1.0,22.0,0.0
13202,41201,226,36.0,1.0,1.0,0.0
13203,41203,603,76.0,1.0,1.0,1.0
13204,41204,631,37.0,1.0,1.0,0.0
13205,41214,586,70.0,1.0,1.0,1.0
13206,41216,1196,75.0,1.0,1.0,1.0
13207,41219,2010,75.0,1.0,1.0,1.0
13208,41222,2182,38.0,16.0,15.0,0.0
13209,41224,6044,68.0,67.0,24.0,1.0
13210,41226,281,40.0,1.0,1.0,0.0
13211,41230,12063,63.0,6.0,3.0,1.0
13212,41231,1054,82.0,1.0,1.0,1.0
13213,41232,756,66.0,1.0,1.0,1.0
13214,41234,468,15.0,1.0,1.0,0.0
13215,41238,806,13.0,1.0,1.0,0.0
13216,41240,7817,79.0,11.0,4.0,1.0
13217,41250,1380,72.0,1.0,1.0,1.0
13218,41254,461,51.0,1.0,26.0,0.0
13219,41255,1053,86.0,1.0,1.0,1.0
13220,41256,2405,43.0,1.0,1.0,0.0
13221,41257,275,77.0,1.0,1.0,1.0
13222,41260,769,76.0,23.0,1.0,1.0
13223,41262,1577,83.0,1.0,1.0,1.0
13224,41263,385,59.0,1.0,1.0,0.0
13225,41264,304,8.0,1.0,42.0,0.0
13226,41265,1833,55.0,1.0,1.0,0.0
13227,41267,859,66.0,1.0,1.0,1.0
13228,41268,373,60.0,1.0,1.0,0.0
13229,41271,247,42.0,1.0,1.0,0.0
13230,41274,662,86.0,54.0,1.0,1.0
13231,41301,5921,84.0,10.0,4.0,1.0
13232,41311,6953,77.0,19.0,5.0,1.0
13233,41314,4928,83.0,20.0,3.0,1.0
13234,41317,188,45.0,1.0,1.0,0.0
13235,41332,1147,51.0,1.0,1.0,0.0
13236,41339,10906,84.0,13.0,4.0,1.0
13237,41348,1276,67.0,1.0,1.0,1.0
13238,41352,865,42.0,1.0,1.0,0.0
13239,41360,511,68.0,16.0,1.0,1.0
13240,41365,497,63.0,1.0,1.0,1.0
13241,41366,11,1.0,1.0,1.0,0.0
13242,41367,156,24.0,1.0,1.0,0.0
13243,41385,385,44.0,8.0,1.0,0.0
13244,41390,60,61.0,1.0,1.0,1.0
13245,41397,16,12.0,1.0,1.0,0.0
13246,41408,411,74.0,1.0,1.0,1.0
13247,41421,193,25.0,1.0,1.0,0.0
13248,41425,1120,71.0,1.0,1.0,1.0
13249,41464,619,86.0,1.0,1.0,1.0
13250,41465,11768,78.0,5.0,3.0,1.0
13251,41472,10554,71.0,46.0,9.0,1.0
13252,41501,23505,70.0,25.0,12.0,1.0
13253,41503,562,59.0,18.0,1.0,0.0
13254,41512,843,62.0,1.0,1.0,1.0
13255,41513,508,55.0,1.0,1.0,0.0
13256,41514,3123,77.0,43.0,1.0,1.0
13257,41517,112,63.0,1.0,1.0,1.0
13258,41519,1084,57.0,1.0,6.0,0.0
13259,41522,4967,62.0,7.0,2.0,1.0
13260,41524,222,64.0,1.0,1.0,1.0
13261,41526,93,21.0,1.0,1.0,0.0
13262,41527,862,18.0,1.0,1.0,0.0
13263,41528,908,30.0,1.0,1.0,0.0
13264,41531,1005,46.0,52.0,1.0,0.0
13265,41534,261,60.0,1.0,1.0,0.0
13266,41535,380,28.0,1.0,1.0,0.0
13267,41537,5245,73.0,8.0,3.0,1.0
13268,41538,47,37.0,1.0,1.0,0.0
13269,41539,1604,63.0,1.0,1.0,1.0
13270,41540,280,57.0,1.0,1.0,0.0
13271,41543,600,66.0,1.0,1.0,1.0
13272,41544,962,74.0,1.0,3.0,1.0
13273,41547,197,49.0,1.0,1.0,0.0
13274,41548,697,57.0,1.0,1.0,0.0
13275,41553,2640,56.0,9.0,1.0,0.0
13276,41554,1060,55.0,1.0,1.0,0.0
13277,41555,834,66.0,1.0,7.0,1.0
13278,41557,1822,53.0,1.0,4.0,0.0
13279,41558,666,79.0,1.0,1.0,1.0
13280,41559,431,46.0,1.0,1.0,0.0
13281,41560,351,92.0,1.0,1.0,1.0
13282,41562,3071,69.0,1.0,4.0,1.0
13283,41563,342,58.0,1.0,1.0,0.0
13284,41564,1156,66.0,1.0,1.0,1.0
13285,41566,805,61.0,1.0,1.0,1.0
13286,41567,196,67.0,1.0,1.0,1.0
13287,41568,791,60.0,1.0,1.0,0.0
13288,41571,452,75.0,1.0,1.0,1.0
13289,41572,3740,47.0,17.0,3.0,0.0
13290,41601,931,50.0,1.0,1.0,0.0
13291,41602,534,8.0,1.0,1.0,0.0
13292,41603,1229,33.0,1.0,1.0,0.0
13293,41604,395,72.0,1.0,1.0,1.0
13294,41605,738,50.0,1.0,22.0,0.0
13295,41606,643,44.0,1.0,1.0,0.0
13296,41607,551,75.0,1.0,1.0,1.0
13297,41612,100,14.0,1.0,66.0,0.0
13298,41615,482,71.0,1.0,20.0,1.0
13299,41616,708,71.0,1.0,1.0,1.0
13300,41619,391,60.0,1.0,1.0,0.0
13301,41621,279,67.0,1.0,1.0,1.0
13302,41622,258,36.0,1.0,1.0,0.0
13303,41630,1426,83.0,1.0,1.0,1.0
13304,41631,1356,48.0,1.0,1.0,0.0
13305,41632,592,55.0,1.0,1.0,0.0
13306,41635,3219,79.0,15.0,26.0,1.0
13307,41636,889,66.0,1.0,1.0,1.0
13308,41640,1230,87.0,1.0,21.0,1.0
13309,41642,603,68.0,1.0,1.0,1.0
13310,41643,219,39.0,1.0,1.0,0.0
13311,41645,1420,79.0,1.0,8.0,1.0
13312,41647,1592,82.0,14.0,1.0,1.0
13313,41649,2516,81.0,7.0,1.0,1.0
13314,41650,413,84.0,39.0,1.0,1.0
13315,41653,11561,74.0,20.0,4.0,1.0
13316,41655,959,79.0,1.0,1.0,1.0
13317,41659,287,10.0,1.0,1.0,0.0
13318,41660,523,44.0,1.0,1.0,0.0
13319,41663,553,65.0,1.0,1.0,1.0
13320,41666,1134,75.0,1.0,1.0,1.0
13321,41667,721,79.0,1.0,1.0,1.0
13322,41669,999,74.0,74.0,3.0,1.0
13323,41701,17265,76.0,33.0,6.0,1.0
13324,41712,402,62.0,1.0,1.0,1.0
13325,41713,97,35.0,1.0,1.0,0.0
13326,41714,269,21.0,1.0,1.0,0.0
13327,41719,946,71.0,36.0,1.0,1.0
13328,41721,538,50.0,37.0,2.0,0.0
13329,41722,1587,68.0,17.0,1.0,1.0
13330,41723,1270,78.0,44.0,1.0,1.0
13331,41725,240,48.0,1.0,1.0,0.0
13332,41727,935,56.0,1.0,1.0,0.0
13333,41729,153,64.0,1.0,1.0,1.0
13334,41731,1120,79.0,1.0,1.0,1.0
13335,41735,230,100.0,1.0,1.0,1.0
13336,41739,57,11.0,1.0,1.0,0.0
13337,41740,709,54.0,1.0,1.0,0.0
13338,41745,199,52.0,1.0,1.0,0.0
13339,41746,686,81.0,1.0,1.0,1.0
13340,41749,3278,72.0,18.0,3.0,1.0
13341,41751,355,43.0,1.0,1.0,0.0
13342,41754,279,63.0,1.0,1.0,1.0
13343,41759,359,68.0,1.0,1.0,1.0
13344,41760,21,1.0,1.0,1.0,0.0
13345,41762,185,20.0,1.0,1.0,0.0
13346,41763,681,86.0,1.0,1.0,1.0
13347,41764,704,51.0,1.0,1.0,0.0
13348,41766,137,35.0,1.0,1.0,0.0
13349,41772,240,60.0,1.0,1.0,0.0
13350,41773,1364,74.0,1.0,1.0,1.0
13351,41774,2223,68.0,1.0,3.0,1.0
13352,41775,67,54.0,1.0,1.0,0.0
13353,41776,1566,81.0,1.0,1.0,1.0
13354,41777,1066,83.0,1.0,25.0,1.0
13355,41804,855,38.0,1.0,1.0,0.0
13356,41810,518,16.0,1.0,1.0,0.0
13357,41812,303,46.0,1.0,1.0,0.0
13358,41815,886,73.0,1.0,1.0,1.0
13359,41817,226,4.0,1.0,23.0,0.0
13360,41819,280,72.0,1.0,1.0,1.0
13361,41821,813,50.0,1.0,1.0,0.0
13362,41822,2017,86.0,5.0,9.0,1.0
13363,41824,994,74.0,1.0,26.0,1.0
13364,41825,487,42.0,1.0,1.0,0.0
13365,41826,993,37.0,1.0,1.0,0.0
13366,41828,748,78.0,1.0,1.0,1.0
13367,41831,1001,48.0,25.0,1.0,0.0
13368,41832,230,79.0,1.0,1.0,1.0
13369,41833,255,46.0,1.0,1.0,0.0
13370,41834,775,56.0,10.0,2.0,0.0
13371,41835,856,63.0,18.0,15.0,1.0
13372,41836,1139,78.0,52.0,1.0,1.0
13373,41837,689,57.0,1.0,1.0,0.0
13374,41838,385,44.0,1.0,1.0,0.0
13375,41839,1425,87.0,1.0,28.0,1.0
13376,41840,1317,78.0,1.0,6.0,1.0
13377,41843,669,60.0,1.0,1.0,0.0
13378,41844,1772,78.0,13.0,1.0,1.0
13379,41845,136,78.0,1.0,1.0,1.0
13380,41847,462,35.0,57.0,1.0,0.0
13381,41848,17,16.0,1.0,1.0,0.0
13382,41849,156,31.0,1.0,1.0,0.0
13383,41855,639,87.0,1.0,1.0,1.0
13384,41858,8053,79.0,8.0,5.0,1.0
13385,41859,336,52.0,13.0,1.0,0.0
13386,41861,45,22.0,1.0,1.0,0.0
13387,41862,1061,66.0,1.0,1.0,1.0
13388,42001,27593,48.0,72.0,19.0,0.0
13389,42003,28933,64.0,70.0,18.0,1.0
13390,42020,2493,6.0,23.0,9.0,0.0
13391,42021,1750,79.0,36.0,25.0,1.0
13392,42022,95,2.0,1.0,74.0,0.0
13393,42023,2418,45.0,25.0,8.0,0.0
13394,42024,1496,46.0,21.0,13.0,0.0
13395,42025,19544,32.0,13.0,7.0,0.0
13396,42027,2506,35.0,11.0,1.0,0.0
13397,42028,851,31.0,1.0,1.0,0.0
13398,42029,6199,51.0,8.0,10.0,0.0
13399,42031,3167,65.0,71.0,9.0,1.0
13400,42032,143,52.0,89.0,1.0,0.0
13401,42035,800,27.0,1.0,21.0,0.0
13402,42036,1422,26.0,1.0,1.0,0.0
13403,42037,15,38.0,1.0,1.0,0.0
13404,42038,5610,42.0,61.0,6.0,0.0
13405,42039,1808,11.0,5.0,3.0,0.0
13406,42040,1142,11.0,36.0,4.0,0.0
13407,42041,4670,74.0,78.0,1.0,1.0
13408,42044,2552,6.0,1.0,18.0,0.0
13409,42045,2181,37.0,1.0,1.0,0.0
13410,42047,209,1.0,1.0,1.0,0.0
13411,42048,2386,61.0,1.0,4.0,1.0
13412,42049,1963,19.0,29.0,49.0,0.0
13413,42050,3013,80.0,87.0,23.0,1.0
13414,42051,2745,16.0,1.0,19.0,0.0
13415,42053,4904,39.0,20.0,7.0,0.0
13416,42054,1120,4.0,25.0,1.0,0.0
13417,42055,2387,7.0,39.0,3.0,0.0
13418,42056,2405,49.0,56.0,1.0,0.0
13419,42058,2245,40.0,1.0,26.0,0.0
13420,42060,105,52.0,1.0,1.0,0.0
13421,42061,80,16.0,1.0,1.0,0.0
13422,42064,8363,58.0,24.0,4.0,0.0
13423,42066,23993,71.0,61.0,50.0,1.0
13424,42069,793,43.0,1.0,26.0,0.0
13425,42071,29740,74.0,50.0,19.0,1.0
13426,42076,991,44.0,1.0,1.0,0.0
13427,42078,1800,58.0,18.0,4.0,0.0
13428,42079,1305,44.0,22.0,25.0,0.0
13429,42081,2053,35.0,1.0,18.0,0.0
13430,42082,1951,13.0,1.0,11.0,0.0
13431,42083,308,61.0,1.0,1.0,1.0
13432,42084,191,55.0,1.0,37.0,0.0
13433,42085,760,47.0,16.0,45.0,0.0
13434,42086,4588,34.0,55.0,2.0,0.0
13435,42087,2295,26.0,43.0,9.0,0.0
13436,42088,2711,28.0,16.0,5.0,0.0
13437,42101,58390,86.0,73.0,43.0,1.0
13438,42102,37,36.0,1.0,1.0,0.0
13439,42103,20223,44.0,53.0,16.0,0.0
13440,42104,30484,47.0,57.0,30.0,0.0
13441,42120,2881,53.0,1.0,1.0,0.0
13442,42122,4425,5.0,1.0,17.0,0.0
13443,42123,1019,63.0,1.0,48.0,1.0
13444,42124,92,57.0,1.0,1.0,0.0
13445,42127,6473,67.0,55.0,6.0,1.0
13446,42129,6860,57.0,13.0,6.0,0.0
13447,42130,92,8.0,1.0,1.0,0.0
13448,42133,1445,37.0,14.0,4.0,0.0
13449,42134,16908,59.0,69.0,16.0,0.0
13450,42140,1064,62.0,1.0,26.0,1.0
13451,42141,30707,67.0,46.0,24.0,1.0
13452,42151,324,54.0,1.0,1.0,0.0
13453,42153,423,87.0,1.0,1.0,1.0
13454,42154,736,33.0,48.0,12.0,0.0
13455,42156,143,1.0,1.0,1.0,0.0
13456,42157,288,76.0,1.0,1.0,1.0
13457,42159,1165,24.0,46.0,1.0,0.0
13458,42160,1536,48.0,61.0,1.0,0.0
13459,42163,186,90.0,1.0,1.0,1.0
13460,42164,16434,58.0,28.0,13.0,0.0
13461,42166,3061,60.0,1.0,22.0,0.0
13462,42167,7992,70.0,42.0,25.0,1.0
13463,42170,1656,22.0,68.0,29.0,0.0
13464,42171,7515,28.0,36.0,38.0,0.0
13465,42202,2110,58.0,66.0,40.0,0.0
13466,42204,454,62.0,63.0,1.0,1.0
13467,42206,5609,42.0,30.0,24.0,0.0
13468,42207,1447,41.0,1.0,1.0,0.0
13469,42210,3973,63.0,9.0,4.0,1.0
13470,42211,13001,52.0,65.0,12.0,0.0
13471,42214,492,37.0,36.0,1.0,0.0
13472,42215,1489,59.0,62.0,3.0,0.0
13473,42217,3629,53.0,42.0,4.0,0.0
13474,42220,7186,58.0,56.0,29.0,0.0
13475,42223,20846,45.0,73.0,69.0,0.0
13476,42232,596,16.0,30.0,10.0,0.0
13477,42234,2752,83.0,79.0,36.0,1.0
13478,42236,735,56.0,37.0,1.0,0.0
13479,42240,43567,80.0,85.0,37.0,1.0
13480,42254,280,31.0,36.0,19.0,0.0
13481,42256,4547,45.0,14.0,9.0,0.0
13482,42259,1153,43.0,71.0,13.0,0.0
13483,42261,10800,75.0,13.0,30.0,1.0
13484,42262,8806,76.0,80.0,49.0,1.0
13485,42265,1003,18.0,38.0,3.0,0.0
13486,42266,2039,62.0,68.0,29.0,1.0
13487,42273,518,31.0,1.0,1.0,0.0
13488,42274,2628,42.0,1.0,9.0,0.0
13489,42275,720,77.0,30.0,1.0,1.0
13490,42276,14643,75.0,66.0,18.0,1.0
13491,42280,301,62.0,1.0,1.0,1.0
13492,42285,308,27.0,1.0,1.0,0.0
13493,42286,1170,68.0,65.0,45.0,1.0
13494,42301,43243,66.0,55.0,28.0,1.0
13495,42303,40029,51.0,50.0,17.0,0.0
13496,42320,8475,68.0,39.0,21.0,1.0
13497,42321,178,70.0,68.0,1.0,1.0
13498,42322,71,12.0,1.0,1.0,0.0
13499,42323,932,73.0,1.0,1.0,1.0
13500,42324,1127,22.0,50.0,1.0,0.0
13501,42325,2628,54.0,1.0,2.0,0.0
